timestamp,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
2020-02-22 00:00:00,9677.05000000,9682.64000000,9660.30000000,9665.15000000,98.56746700,1582329899999,953230.81454426,1230,53.05112800,512986.58020279,0
2020-02-22 00:05:00,9665.15000000,9683.07000000,9663.07000000,9683.07000000,62.32332400,1582330199999,602844.47499801,959,34.05001400,329390.08312272,0
2020-02-22 00:10:00,9683.07000000,9687.50000000,9680.60000000,9687.50000000,35.54783800,1582330499999,344233.59559933,662,17.70985600,171502.28547892,0
2020-02-22 00:15:00,9687.49000000,9700.85000000,9684.63000000,9694.42000000,98.23395600,1582330799999,952084.93882014,1440,48.52896800,470348.54274926,0
2020-02-22 00:20:00,9694.95000000,9695.54000000,9681.54000000,9681.96000000,56.68797300,1582331099999,549300.63225809,995,29.21316600,283067.23359426,0
2020-02-22 00:25:00,9681.96000000,9709.17000000,9681.94000000,9703.37000000,105.21477800,1582331399999,1020264.91718176,1266,77.49624700,751466.70542475,0
2020-02-22 00:30:00,9703.46000000,9706.99000000,9690.87000000,9699.52000000,90.55078800,1582331699999,878460.20519892,1388,31.07172300,301432.64980423,0
2020-02-22 00:35:00,9699.45000000,9703.56000000,9685.48000000,9695.55000000,53.08987900,1582331999999,514710.19699707,887,25.30946900,245390.61506892,0
2020-02-22 00:40:00,9695.69000000,9702.16000000,9695.60000000,9701.15000000,50.60509400,1582332299999,490782.24109493,831,14.97204100,145217.56692872,0
2020-02-22 00:45:00,9701.15000000,9708.26000000,9687.51000000,9688.34000000,68.65296300,1582332599999,665719.68441446,874,36.28970300,351919.80896655,0
2020-02-22 00:50:00,9688.34000000,9694.36000000,9683.38000000,9686.84000000,52.52910300,1582332899999,508901.37329768,952,27.50504600,266493.87103417,0
2020-02-22 00:55:00,9687.11000000,9689.67000000,9674.18000000,9689.67000000,72.45327400,1582333199999,701472.90055528,1000,35.07628400,339653.46690133,0
2020-02-22 01:00:00,9689.66000000,9692.08000000,9675.03000000,9677.54000000,63.24663500,1582333499999,612252.56730678,1184,33.23653200,321763.94536841,0
2020-02-22 01:05:00,9677.54000000,9685.12000000,9670.00000000,9683.45000000,76.06374600,1582333799999,735996.30596630,1270,36.58093100,353953.58518403,0
2020-02-22 01:10:00,9683.41000000,9684.34000000,9671.71000000,9673.34000000,41.09814600,1582334099999,397759.12387930,808,22.17789600,214640.91252262,0
2020-02-22 01:15:00,9673.39000000,9673.47000000,9662.86000000,9665.29000000,53.50890900,1582334399999,517336.29219503,949,22.63120000,218802.66728784,0
2020-02-22 01:20:00,9665.47000000,9669.96000000,9653.90000000,9669.31000000,87.28134600,1582334699999,843120.79697251,1161,48.00633200,463733.48306401,0
2020-02-22 01:25:00,9669.31000000,9670.88000000,9659.58000000,9665.45000000,90.03956400,1582334999999,870244.59932400,1218,46.20552600,446596.16745333,0
2020-02-22 01:30:00,9665.43000000,9679.46000000,9662.60000000,9677.05000000,58.26106100,1582335299999,563541.31044465,1085,32.65068400,315852.47350969,0
2020-02-22 01:35:00,9677.06000000,9680.00000000,9673.40000000,9673.40000000,43.73912300,1582335599999,423266.03716745,870,18.63644700,180363.31263437,0
2020-02-22 01:40:00,9673.40000000,9673.72000000,9663.24000000,9666.65000000,51.91484500,1582335899999,501945.64336703,882,22.05120800,213207.12690020,0
2020-02-22 01:45:00,9666.60000000,9673.65000000,9664.85000000,9669.66000000,52.86135000,1582336199999,511099.65950663,956,29.76342000,287775.83761026,0
2020-02-22 01:50:00,9670.54000000,9675.00000000,9660.36000000,9662.19000000,52.60326100,1582336499999,508659.70285707,934,26.86640800,259830.51035697,0
2020-02-22 01:55:00,9662.51000000,9663.48000000,9647.62000000,9651.09000000,86.84260100,1582336799999,838445.99979042,1337,35.52786800,343024.16917314,0
2020-02-22 02:00:00,9651.09000000,9658.74000000,9647.17000000,9656.95000000,111.71416900,1582337099999,1078618.09089080,1721,67.66247900,653324.86719857,0
2020-02-22 02:05:00,9656.01000000,9664.95000000,9645.01000000,9648.82000000,83.56691900,1582337399999,806970.10955325,1444,45.32226200,437695.86209878,0
2020-02-22 02:10:00,9647.86000000,9652.28000000,9640.00000000,9645.40000000,68.58497300,1582337699999,661541.90962421,1087,22.38500900,215932.19502088,0
2020-02-22 02:15:00,9645.39000000,9647.38000000,9637.50000000,9637.68000000,58.13254600,1582337999999,560499.71637614,1015,28.75191200,277219.23315221,0
2020-02-22 02:20:00,9638.77000000,9657.66000000,9637.23000000,9644.24000000,79.88932100,1582338299999,770641.90360431,1138,46.48605500,448408.14975558,0
2020-02-22 02:25:00,9644.02000000,9654.11000000,9640.01000000,9644.61000000,76.25024100,1582338599999,735546.70885751,946,37.64859600,363187.43202508,0
2020-02-22 02:30:00,9644.62000000,9654.57000000,9637.03000000,9654.57000000,89.78681800,1582338899999,866044.17513860,1290,57.62255000,555827.58335299,0
2020-02-22 02:35:00,9653.31000000,9659.53000000,9645.55000000,9646.23000000,66.95178900,1582339199999,646288.53043626,1216,30.39350800,293412.63165199,0
2020-02-22 02:40:00,9646.68000000,9649.66000000,9637.05000000,9648.00000000,80.83473900,1582339499999,779413.04625861,1039,37.57732300,362341.77759999,0
2020-02-22 02:45:00,9648.00000000,9650.00000000,9637.00000000,9649.44000000,134.68965700,1582339799999,1299115.95823177,1186,107.83154000,1040108.79596784,0
2020-02-22 02:50:00,9649.53000000,9658.00000000,9642.59000000,9644.23000000,69.76858900,1582340099999,673417.40177904,1130,42.42045500,409519.08177736,0
2020-02-22 02:55:00,9644.23000000,9651.00000000,9642.55000000,9646.59000000,35.19987200,1582340399999,339562.96727142,571,20.51416300,197897.24743084,0
2020-02-22 03:00:00,9646.96000000,9657.59000000,9642.68000000,9655.67000000,60.61554800,1582340699999,584907.40535336,916,35.54864300,343058.89857916,0
2020-02-22 03:05:00,9655.77000000,9663.01000000,9653.66000000,9656.94000000,41.34029000,1582340999999,399312.04533310,783,27.27282400,263434.04958041,0
2020-02-22 03:10:00,9656.93000000,9665.89000000,9654.52000000,9664.57000000,49.93497500,1582341299999,482397.21289157,793,27.02791600,261129.32123191,0
2020-02-22 03:15:00,9664.93000000,9671.41000000,9660.45000000,9663.56000000,49.30457600,1582341599999,476556.81661835,868,20.19110700,195168.84248600,0
2020-02-22 03:20:00,9663.85000000,9680.81000000,9656.72000000,9671.26000000,127.46250400,1582341899999,1232525.69709777,1666,55.17839900,533558.59065113,0
2020-02-22 03:25:00,9671.56000000,9676.16000000,9660.00000000,9662.97000000,117.52765700,1582342199999,1136175.27085998,1132,45.61593200,441135.42582692,0
2020-02-22 03:30:00,9662.64000000,9677.30000000,9660.00000000,9672.21000000,67.23462200,1582342499999,649857.31619490,1373,35.78359300,345914.54049533,0
2020-02-22 03:35:00,9672.74000000,9677.62000000,9666.64000000,9673.81000000,130.88758000,1582342799999,1265868.14947115,1478,60.15903100,581873.97756881,0
2020-02-22 03:40:00,9673.84000000,9678.11000000,9667.07000000,9675.61000000,89.13179600,1582343099999,862169.29727944,1526,58.43524600,565264.13814793,0
2020-02-22 03:45:00,9674.69000000,9682.23000000,9674.31000000,9676.07000000,91.02376700,1582343399999,880921.57682658,1502,51.17496400,495273.62104057,0
2020-02-22 03:50:00,9676.31000000,9676.31000000,9670.00000000,9671.40000000,83.55580500,1582343699999,808161.72193184,876,45.53940300,440460.34061887,0
2020-02-22 03:55:00,9671.29000000,9673.59000000,9660.77000000,9665.90000000,81.69357500,1582343999999,789775.06062295,1243,55.28995800,534536.84477663,0
2020-02-22 04:00:00,9665.44000000,9668.81000000,9655.11000000,9660.13000000,64.89455100,1582344299999,626931.39368350,893,34.16944100,330128.80797854,0
2020-02-22 04:05:00,9661.08000000,9666.19000000,9656.60000000,9658.57000000,44.45624000,1582344599999,429465.61914840,738,23.45429200,226581.47848693,0
2020-02-22 04:10:00,9658.57000000,9661.71000000,9645.72000000,9649.45000000,82.01288900,1582344899999,791612.89762970,1003,32.98044400,318352.61346866,0
2020-02-22 04:15:00,9648.83000000,9661.17000000,9645.72000000,9655.01000000,80.85235800,1582345199999,780608.11485025,1230,60.36494800,582800.80402768,0
2020-02-22 04:20:00,9655.00000000,9657.68000000,9648.54000000,9651.96000000,55.58426200,1582345499999,536553.37191065,1065,31.84060600,307369.66634523,0
2020-02-22 04:25:00,9651.96000000,9653.93000000,9640.01000000,9648.21000000,86.06940200,1582345799999,830197.96650840,1324,37.04233700,357334.09127300,0
2020-02-22 04:30:00,9647.21000000,9656.25000000,9639.92000000,9640.76000000,185.58150700,1582346099999,1789641.84121522,1404,48.79774600,470829.52610817,0
2020-02-22 04:35:00,9640.94000000,9650.05000000,9635.57000000,9646.10000000,97.70404400,1582346399999,942098.71960367,1330,56.04298200,540450.84464875,0
2020-02-22 04:40:00,9646.10000000,9649.34000000,9635.57000000,9640.23000000,67.95801400,1582346699999,655310.34669814,1105,28.73797900,277142.62052220,0
2020-02-22 04:45:00,9640.23000000,9644.72000000,9630.33000000,9633.00000000,112.83333100,1582346999999,1087453.67234011,1191,54.90088000,529181.02448337,0
2020-02-22 04:50:00,9633.35000000,9635.31000000,9613.80000000,9620.48000000,225.42866800,1582347299999,2169385.90417467,1912,99.83863900,960626.26785340,0
2020-02-22 04:55:00,9620.48000000,9634.79000000,9617.68000000,9622.72000000,77.34563600,1582347599999,744593.44591927,1351,52.15250100,502070.41506986,0
2020-02-22 05:00:00,9623.46000000,9633.03000000,9613.80000000,9632.87000000,91.22707200,1582347899999,877865.23021595,1148,43.85766700,422077.84567143,0
2020-02-22 05:05:00,9633.02000000,9642.85000000,9627.36000000,9629.84000000,72.66535000,1582348199999,700186.38217073,1024,36.48812700,351568.97926263,0
2020-02-22 05:10:00,9629.84000000,9647.36000000,9629.84000000,9642.33000000,56.28469000,1582348499999,542652.31306254,1019,35.56382100,342887.75406505,0
2020-02-22 05:15:00,9642.34000000,9642.47000000,9630.38000000,9640.42000000,53.54323500,1582348799999,516046.29822725,837,33.96605900,327341.03725690,0
2020-02-22 05:20:00,9640.44000000,9645.38000000,9625.00000000,9629.33000000,51.64193200,1582349099999,497525.95806846,852,23.90103500,230253.12806553,0
2020-02-22 05:25:00,9629.32000000,9636.89000000,9622.71000000,9629.49000000,49.27600400,1582349399999,474499.75452921,932,32.04783600,308615.79248760,0
2020-02-22 05:30:00,9629.53000000,9635.59000000,9623.88000000,9627.89000000,41.61559100,1582349699999,400799.57195327,807,21.42441500,206331.82910472,0
2020-02-22 05:35:00,9627.89000000,9634.07000000,9620.00000000,9631.78000000,85.94306500,1582349999999,827374.84135450,1003,39.29919600,378358.36126223,0
2020-02-22 05:40:00,9631.64000000,9634.17000000,9608.50000000,9609.72000000,82.08748600,1582350299999,789764.76793868,1303,42.46242500,408624.89214245,0
2020-02-22 05:45:00,9609.67000000,9613.12000000,9582.02000000,9603.80000000,314.38774900,1582350599999,3018086.95791195,3877,162.11074600,1556277.81789854,0
2020-02-22 05:50:00,9604.69000000,9620.32000000,9603.97000000,9608.29000000,103.59263100,1582350899999,995867.45347689,1814,67.25790800,646613.27541392,0
2020-02-22 05:55:00,9608.52000000,9616.21000000,9600.00000000,9613.52000000,149.23378200,1582351199999,1433757.86662046,1818,97.77104700,939365.13816754,0
2020-02-22 06:00:00,9612.47000000,9612.47000000,9582.00000000,9590.88000000,154.23043000,1582351499999,1479894.17127377,2336,80.24969100,770031.08984237,0
2020-02-22 06:05:00,9590.88000000,9598.88000000,9560.89000000,9562.45000000,359.18481700,1582351799999,3441508.00785021,4569,170.40002700,1632908.12212641,0
2020-02-22 06:10:00,9563.56000000,9582.31000000,9560.02000000,9573.00000000,171.81748100,1582352099999,1644761.59179183,2077,99.05344100,948243.81378442,0
2020-02-22 06:15:00,9573.00000000,9582.00000000,9560.21000000,9574.93000000,117.06778500,1582352399999,1120518.19233560,1464,58.99170200,564576.44047312,0
